puzzle_date,puzzle_id,puzzle_answer,word_first_use,word_etymology,word_year_accurate
12/14/2024,1274,DROOL,1802,perhaps alteration of drivel,True
12/13/2024,1273,BOXER,1671,"German, from English boxer entry 1",True
12/12/2024,1272,VYING,-1,unknown,False
12/11/2024,1271,PLUMB,1300,"Middle English, from Anglo-French plum, plomb , from Latin plumbum lead",False
12/10/2024,1270,PATIO,1764,Spanish,True
12/09/2024,1269,FLUNG,-1,unknown,False
12/08/2024,1268,HYENA,1300,"Middle English hyane, hyene, borrowed from Anglo-French hyene, borrowed from Latin hyaena ""striped hyena ( Hyaena hyaena ),"" borrowed from Greek hýaina , from hy-, hŷs ""swine (of either gender, wild or domesticated)"" + -aina, noun suffix  — more at sow entry 1",False
12/07/2024,1267,HILLY,1300,unknown,False
12/06/2024,1266,SHOVE,1200,"Middle English, from Old English scūfan to thrust away; akin to Old High German scioban to push and probably to Lithuanian skubti to hurry",False
12/05/2024,1265,ENDOW,1400,"Middle English, from Anglo-French endower , from en- + dower, douer to endow, from Latin dotare , from dot-, dos gift, dowry  — more at date",False
12/04/2024,1264,CRYPT,1583,"borrowed from Latin crypta, crupta ""covered passage, underground room,"" borrowed from Greek kryptḗ ""underground room,"" noun derivative from feminine of kryptós ""hidden, secret,"" verbal adjective of krýptein ""to hide, conceal,"" of uncertain origin",True
12/03/2024,1263,SHAKY,1703,early modern english,True
12/02/2024,1262,GUILE,1200,"Middle English gile , from Anglo-French, probably of Germanic origin; akin to Old English wigle divination  — more at witch",False
12/01/2024,1261,MAUVE,1859,"French, literally, mallow, from Old French, from Latin malva",True
11/30/2024,1260,DOGMA,1534,"Latin dogmat-, dogma , from Greek, from dokein to seem  — more at decent",True
11/29/2024,1259,HIPPO,1850,modern english,True
11/28/2024,1258,CHOCK,1665,origin unknown,True
11/27/2024,1257,SLANG,1756,origin unknown,True
11/26/2024,1256,WITCH,1100,"Middle English wicche , from Old English wicca , masculine, wizard & wicce , feminine, witch; akin to Middle High German wicken to bewitch, Old English wigle divination, and perhaps to Old High German wīh holy  — more at victim",False
11/25/2024,1255,BROWN,1300,"Middle English broun , from Old English brūn ; akin to Old High German brūn brown, Greek phrynē toad",False
11/24/2024,1254,TWIST,1400,"Middle English, probably from Middle Dutch twisten , from twist twine, discord, quarrel; akin to Old English -twist (in candeltwist candlesnuffers, mæsttwist twin support for a mast), Middle English twisten to be forked, Middle High German zwist quarrel, Old English twi- twi-",False
11/23/2024,1253,JELLY,1300,"Middle English gelly , from Anglo-French gelee , from feminine of gelé , past participle of geler to freeze, congeal, from Latin gelare — more at cold",False
11/22/2024,1252,PEARL,1300,"Middle English perle , from Anglo-French, probably from Vulgar Latin *pernula , diminutive of Latin perna upper leg, kind of sea mussel; akin to Old English fiersn heel, Greek pternē",False
11/21/2024,1251,SPINE,1400,"Middle English, thorn, spinal column, from Latin spina ; perhaps akin to Latin spica ear of grain",False
11/20/2024,1250,NICHE,1610,"French, from Middle French, from nicher to nest, from Vulgar Latin *nidicare , from Latin nidus nest  — more at nest",True
11/19/2024,1249,GOING,1300,unknown,False
11/18/2024,1248,FRAIL,1300,"Middle English frele, frayle, borrowed from Anglo-French frel, fraile, going back to Latin fragilis ""liable to break, weak""  — more at fragile",False
11/17/2024,1247,TALLY,1400,"Middle English talye , from Anglo-French talie, taille , in part from tailler to cut, measure, count; in part from Medieval Latin tallia , alteration of Latin talea plant cutting, thin piece of wood",False
11/16/2024,1246,VISOR,1300,"Middle English viser , from Anglo-French, from vis face  — more at visage",False
11/15/2024,1245,TACKY,1788,tack entry 2,True
11/14/2024,1244,UVULA,1300,"Middle English, from Medieval Latin, diminutive of Latin uva cluster of grapes, uvula; probably akin to Greek oa service tree, Old English īw yew  — more at yew",False
11/13/2024,1243,PRIMP,1590,"originally Scots, of uncertain origin",True
11/12/2024,1242,FLOWN,1626,archaic past participle of flow entry 1,True
11/11/2024,1241,STOIC,1300,"Middle English, from Latin stoicus , from Greek stōïkos , literally, of the portico, from Stoa ( Poikilē ) the Painted Portico, portico at Athens where Zeno taught",False
11/10/2024,1240,INNER,1100,"Middle English, from Old English innera , comparative of inne within",False
11/09/2024,1239,SWELL,1100,"Middle English, from Old English swellan ; akin to Old High German swellan to swell",False
11/08/2024,1238,READY,1200,"Middle English redy ; akin to Old English ge rǣde ready, Goth ga raiths arranged",False
11/07/2024,1237,EVENT,1539,"Middle French or Latin; Middle French, from Latin eventus , from evenire to happen, from e- + venire to come  — more at come",True
11/06/2024,1236,TRULY,1200,unknown,False
11/05/2024,1235,OCTET,1800,modern english,True
11/04/2024,1234,VINYL,1863,"International Scientific Vocabulary, from Latin vinum wine",True
11/03/2024,1233,BLAZE,1100,"Middle English blase , from Old English blæse torch; probably akin to Old English bǣl fire  — more at bald",False
11/02/2024,1232,SNOOP,1832,Dutch snoepen to buy or eat on the sly; akin to Dutch snappen to snap,True
11/01/2024,1231,SIXTH,1100,unknown,False
10/31/2024,1230,WEIRD,1817,"from construal as an adjective of weird entry 2 in weird sisters, name for the Fates of Greek and Roman myth (early Scots werd sisteris, Middle English wyrde systeres, Shakespeare weyard/weyward sisters, applied to the witches in Macbeth )",True
10/30/2024,1229,EASEL,1596,"borrowed from Dutch ezel , literally, ""donkey,"" going back to Middle Dutch esel , going back to Germanic *asil- (whence Old Saxon & Old High German esil ""donkey,"" Old English esol, eosol , Gothic asilus ), altered from Latin asinus — more at ass entry 1",True
10/29/2024,1228,TUNIC,1100,"Old English tunice , from Latin tunica , of Semitic origin; akin to Hebrew kuttōneth coat",False
10/28/2024,1227,BAWDY,1513,bawd + -y entry 1,True
10/27/2024,1226,SANDY,1100,unknown,False
10/26/2024,1225,WREAK,1100,"Middle English wreken ""to drive out, avenge, vent, express (anger, etc.),"" going back to Old English wrecan ""to press forward, drive out, banish, avenge, punish,"" going back to Germanic *wrekan- ""to drive out, pursue"" (whence Old Saxon wrekan ""to avenge,"" Old High German rehhan, Old Norse reka ""to drive, thrust, take vengeance,"" Gothic wrikan ""to persecute""), of uncertain origin",False
10/25/2024,1224,FROWN,1300,"Middle English frounen , from Middle French frogner to snort, frown, of Celtic origin; akin to Welsh ffroen nostril, Old Irish srón nose",False
10/24/2024,1223,BOSSY,1882,boss entry 6,True
10/23/2024,1222,GOOFY,1916,see goof entry 1,True
10/22/2024,1221,SHOUT,1300,Middle English,False
10/21/2024,1220,SPOON,1300,"Middle English, from Old English spōn splinter, chip; akin to Old High German spān splinter, chip",False
10/20/2024,1219,DICEY,1950,dice entry 1 + -y,True
10/19/2024,1218,FIBER,1607,"Middle French fibre , from Latin fibra",True
10/18/2024,1217,STINT,1593,"Middle English, from Old English styntan to blunt, dull; akin to Old Norse stuttr scant",True
10/17/2024,1216,HALVE,1200,"Middle English, from half half",False
10/16/2024,1215,GRANT,1200,"Middle English, from Anglo-French granter, graanter , from Vulgar Latin *credentare , from Latin credent-, credens , present participle of credere to believe  — more at creed",False
10/15/2024,1214,CORER,1300,"Middle English, of obscure origin",False
10/14/2024,1213,GAMUT,1400,"Middle English gamut, gamma-ut ""lowest note in the medieval hexachord system, the system itself,"" borrowed from Medieval Latin, from gamma gamma entry 1 (used as a symbol for the lowest note in the scale) + ut ut",False
10/13/2024,1212,PRONE,1300,"Middle English, from Latin pronus bent forward, tending; akin to Latin pro forward  — more at for",False
10/12/2024,1211,STAIN,1300,"Middle English steynen , partly from Anglo-French desteindre to take away the color from & partly of Scandinavian origin; akin to Old Norse steina to paint  — more at distain",False
10/11/2024,1210,GUSTY,1400,"Middle English guste , from Latin gustus ; akin to Latin gustare to taste  — more at choose",False
10/10/2024,1209,CARVE,1100,"Middle English kerven , from Old English ceorfan ; akin to Old High German kerban to notch, Greek graphein to scratch, write",False
10/09/2024,1208,MOMMY,1833,alteration of mammy,True
10/08/2024,1207,JOINT,1200,"Middle English joint, jointe, borrowed from Anglo-French jointe, noun derivative from feminine of joint, past participle of joindre ""to join entry 1 """,False
10/07/2024,1206,FLOUR,1200,"Middle English flour, flur ""blossom of a plant, prime of life, best of a class, ground wheat free of bran,"" borrowed from Anglo-French flour, flur ""blossom of a plant, paragon, best part, ground grain free of bran""  — more at flower entry 1",False
10/06/2024,1205,LAGER,1852,"German Lagerbier beer made for storage, from Lager storehouse + Bier beer",True
10/05/2024,1204,MINER,1100,"Middle English min , from Old English mīn — more at my",False
10/04/2024,1203,TITLE,1100,"Middle English, from Anglo-French, from Latin titulus inscription, title",False
10/03/2024,1202,WAGON,1400,"Dutch wagen , from Middle Dutch  — more at wain",False
10/02/2024,1201,SHELL,1100,"Middle English, from Old English sciell ; akin to Old English scealu shell, Old Norse skel , Lithuanian skelti to split, Greek skallein to hoe",False
10/01/2024,1200,MODEM,1952,mo dulator + dem odulator,True
09/30/2024,1199,CLOUD,1300,"Middle English, rock, cloud, from Old English clūd ; perhaps akin to Greek gloutos buttock",False
09/29/2024,1198,RIDER,1300,unknown,False
09/28/2024,1197,BRAIN,1100,"Middle English, from Old English brægen ; akin to Middle Low German bregen brain, and perhaps to Greek brechmos front part of the head",False
09/27/2024,1196,FAITH,1300,"Middle English feith, fei, borrowed from Anglo-French feit, feid, fei, going back to Latin fidēs ""trust, guarantee, proof, sincerity, loyalty, belief,"" going back to *bhid-ēi-, noun derivative from zero-grade of an Indo-European verbal base *b h ei̯d h - ""entrust, trust,"" whence Latin fīdere ""to trust (in), have confidence (in),"" fīdus ""faithful,"" Greek peíthesthai ""to obey, comply with, believe,"" peíthein ""to persuade, prevail upon,"" Albanian be ""oath,"" and probably Old Church Slavic běždǫ, běditi ""to compel, constrain,"" běda ""distress, need""",False
09/26/2024,1195,THANK,1100,"Middle English, from Old English thancian ; akin to Old English thanc gratitude  — more at thanks",False
09/25/2024,1194,TORCH,1200,"Middle English torche , from Anglo-French, from Vulgar Latin *torca , alteration of Latin torqua something twisted, collar of twisted metal, alteration of torques ; akin to Latin torquēre to twist  — more at torture entry 1",False
09/24/2024,1193,HANDY,1525,early modern english,True
09/23/2024,1192,STEAM,1100,"Middle English stem , from Old English stēam ; akin to Dutch stoom steam",False
09/22/2024,1191,TEACH,1100,"Middle English techen to show, instruct, from Old English tǣcan ; akin to Old English tācn sign  — more at token entry 1",False
09/21/2024,1190,SEVEN,1100,"Middle English, from seven , adjective, from Old English seofon ; akin to Old High German sibun seven, Latin septem , Greek hepta",False
09/20/2024,1189,SMOKE,1100,"Middle English, from Old English smoca ; akin to Old English smēocan to emit smoke, Middle High German smouch smoke, and probably to Greek smychein to smolder",False
09/19/2024,1188,PRESS,1200,"Middle English presse , from Anglo-French, from presser to press",False
09/18/2024,1187,FULLY,1100,unknown,False
09/17/2024,1186,BEAUT,1866,modern english,True
09/16/2024,1185,HONEY,1100,"Middle English hony , from Old English hunig ; akin to Old High German honag honey, and probably to Sanskrit kāñcana gold, Latin canicae bran",False
09/15/2024,1184,RECUR,1512,"borrowed from Latin recurrere ""to run back, return, have recourse (to),"" from re- re- + currere ""to run""  — more at current entry 1",True
09/14/2024,1183,BROAD,1100,"Middle English brood , from Old English brād ; akin to Old High German breit broad",False
09/13/2024,1182,HARSH,1300,"Middle English harsk , of Scandinavian origin; akin to Norwegian harsk harsh",False
09/12/2024,1181,BRASS,1100,"Middle English bras , from Old English bræs ; akin to Middle Low German bras metal",False
09/11/2024,1180,AISLE,1400,"Middle English ele, eill, ile, ilde ""lateral division of a church on either side of the nave, usually divided from the nave by pillars,"" borrowed from Anglo-French ele, esle, aile, ile ""wing, wing of a building, lateral division of a nave"" (continental Old French ele ""wing, wing of a building""), going back to Latin āla ""wing""  — more at ala",False
09/10/2024,1179,REBEL,1300,"Middle English, from Anglo-French, from Latin rebellis , from re- + bellum war, from Old Latin duellum",False
09/09/2024,1178,DEBIT,1668,Latin debitum debt,True
09/08/2024,1177,DRAWN,1879,modern english,True
09/07/2024,1176,OWNER,1100,"Middle English oȝener, ouner, owener, auner, perhaps continuing Old English āgnere, from āgnian ""to own, possess"" + -ere -er entry 2 — more at own entry 2",False
09/06/2024,1175,RERUN,1804,modern english,True
09/05/2024,1174,WIDEN,1566,early modern english,True
09/04/2024,1173,STERN,1100,"Middle English sterne , from Old English styrne ; akin to Old English starian to stare  — more at stare",False
09/03/2024,1172,FAINT,1300,"Middle English feint, faynt ""deceiving, false, lacking in spirit or courage, listless, wearied, feeble, pale,"" borrowed from Anglo-French, ""deceiving, false, lacking in spirit, weak,"" from present participle of feindre, faindre ""to make, fabricate, pretend, dissemble, lose heart, fade""  — more at feign",False
09/02/2024,1171,CAMEL,1100,"Middle English, from Old English & Anglo-French, from Latin camelus , from Greek kamēlos , of Semitic origin; akin to Hebrew gāmāl camel",False
09/01/2024,1170,MUSHY,1839,modern english,True
08/31/2024,1169,SPOUT,1300,"Middle English; akin to Middle Dutch spoiten to spout, Old English spīwan to spew",False
08/30/2024,1168,KNAVE,1100,"Middle English, from Old English cnafa ; akin to Old High German knabo boy",False
08/29/2024,1167,FLUNK,1823,perhaps blend of flinch and funk,True
08/28/2024,1166,LITHE,1300,"Middle English, from Old English līthe gentle; akin to Old High German lindi gentle, Latin lentus slow",False
08/27/2024,1165,CROWN,1100,"Middle English coroune, croune, borrowed from Anglo-French corone, coroune, going back to Latin corōna ""wreath, garland worn on the head as a mark of honor or emblem of majesty,"" borrowed from Greek korṓnē ""crow, seabird (perhaps a shearwater), any of various curved or hooked objects (as a door handle or tip of a bow), kind of crown,"" perhaps formed from an original n-stem nominative *kor-ōn ""crow, seabird,"" from a base *kor- — more at cornice",False
08/26/2024,1164,STAKE,1100,"Middle English, from Old English staca ; akin to Middle Low German stake pole, and perhaps to Latin tignum beam",False
08/25/2024,1163,SKATE,1300,"Middle English scate , from Old Norse skata",False
08/24/2024,1162,FILET,1838,"French, literally, net",True
08/23/2024,1161,LEECH,1100,"Middle English leche , from Old English lǣce ; akin to Old High German lāhhi physician",False
08/22/2024,1160,BRUTE,1400,"Middle English brut ""like an animal, not human,"" borrowed from Middle French, borrowed from Latin brūtus ""heavy, inert, devoid of intelligence or feeling, brutish,"" going back to Indo-European *g w r̥h 2 -u-to-, derivative of a base *g w erh 2 -u- ""heavy""  — more at grave entry 2",False
08/21/2024,1159,MULCH,1657,"perhaps irregular from English dialect melch soft, mild",True
08/20/2024,1158,DELAY,1300,"Middle English, from Anglo-French delaier , from de- + laier to leave, from lai- , present and future stem of lesser, laisser to leave, from Latin laxare to slacken, from laxus loose  — more at slack",False
08/19/2024,1157,METER,1100,"Middle English metre, borrowed from Anglo-French & Latin; Anglo-French, borrowed from Latin metrum, borrowed from Greek métron ""measure, space measured, (in plural) proportions, poetic meter,"" perhaps going back to Indo-European *mh 1- tro-, zero-grade derivative of a verbal base *meh 1 - ""measure""  — more at measure entry 1",False
08/18/2024,1156,LANKY,1818,modern english,True
08/17/2024,1155,STORM,1100,"Middle English, from Old English; akin to Old High German sturm storm, Old English styrian to stir",False
08/16/2024,1154,BRACE,1300,"Middle English, from Anglo-French bracer to embrace, from brace",False
08/15/2024,1153,ACORN,1100,"Middle English akorn, akkorn (partially assimilated to corn ""kernel, corn entry 1 ""), hakerne, accherne, accharne, going back to Old English æcern, going back to Germanic *akrana- (whence also Middle High German ackeran ""tree nuts,"" Old Norse akarn, Gothic akran ""fruit, produce""); akin to Old Irish írne ""sloe, kernel,"" Welsh eirin ""plums, sloes,"" aeron ""fruits, berries,"" going back to Celtic *agrinyo-, *agranyo- ; perhaps further akin to a Balto-Slavic word with an initial long vowel (Old Church Slavic agoda ""fruit,"" Polish jagoda ""berry,"" Lithuanian úoga )",False
08/14/2024,1152,SHORE,1300,"Middle English, from Old English *scor ; akin to Middle Low German schōr foreland and perhaps to Old English scieran to cut  — more at shear",False
08/13/2024,1151,NEIGH,1100,"Middle English neyen , from Old English hnǣgan ; akin to Middle High German nēgen to neigh",False
08/12/2024,1150,SKIFF,1400,"Middle English skif , from Middle French or Old Italian; Middle French esquif , from Old Italian schifo , of Germanic origin; akin to Old English scip ship",False
08/11/2024,1149,SCONE,1513,"originally Scots; perhaps shortened from Dutch schoonbrood ""fine white bread,"" from schoon ""pure, clean"" + brood ""bread""",True
08/10/2024,1148,MEDIC,1400,"Middle English medike , from Latin medica , from Greek mēdikē , from feminine of mēdikos of Media, from Mēdia Media",False
08/09/2024,1147,OUNCE,1300,"Middle English, from Anglo-French unce , from Latin uncia 12th part, ounce, from unus one  — more at one",False
08/08/2024,1146,SAUCY,1513,early modern english,True
08/07/2024,1145,MACAW,1625,Portuguese (now obsolete) macao,True
08/06/2024,1144,ANVIL,1100,"Middle English anfeld, anefelt, anvelt, anvyll, going back to Old English anfealt and anefilt, anelfilte, going back to Germanic *ana-falta- and *ana-feltja- (whence also, from the first, Old High German anafalz ""anvil"" and from the second, Middle Dutch aenvilte, anevilte ), from *ana- ""on"" and *-falta-, *-feltja-, nominal derivatives from *faltan-, taken to mean ""to strike, beat""  — more at felt entry 1",False
08/05/2024,1143,ENSUE,1300,"Middle English, from Anglo-French ensivre (3rd singular ensiut ), from en- + sivre to follow  — more at sue",False
08/04/2024,1142,LOWER,1200,Middle English louren ; akin to Middle High German lūren to lie in wait,False
08/03/2024,1141,SCALE,1300,"Middle English scole, scale bowl, scale of a balance, from Old Norse skāl ; akin to Old Norse skel shell  — more at shell",False
08/02/2024,1140,FLAKE,1300,"Middle English; akin to Old English flacor flying (of arrows), Old Norse flakna to flake off, split",False
08/01/2024,1139,CHALK,1100,"Middle English chalk, schalke ""chalk, lime,"" going back to Old English cealc, calc ""limestone, chalk, lime,"" going back to West Germanic *kalka- (whence also Old Saxon & Middle Dutch calc ""lime,"" Old High German kalc, chalch ""lime, chalk""), borrowed from Latin calc-, calx ""lime, limestone,"" perhaps borrowed from Greek chalik-, chálix ""gravel, rubble (used as building material),"" of uncertain origin",False
07/31/2024,1138,PENNE,1919,"Italian, plural of penna , literally, quill, feather, pen, from Latin pinna feather & penna wing  — more at pen",True
07/30/2024,1137,FERAL,1604,"Medieval Latin feralis , from Latin fera wild animal, from feminine of ferus wild  — more at fierce",True
07/29/2024,1136,SUPER,1842,super-,True
07/28/2024,1135,SMOCK,1100,"Middle English smok , from Old English smoc ; akin to Old High German smocco adornment",False
07/27/2024,1134,JUICE,1300,"Middle English jus , from Anglo-French, broth, juice, from Latin; akin to Old Norse ostr cheese, Greek zymē leaven, Sanskrit yūṣa broth",False
07/26/2024,1133,AWASH,1801,modern english,True
07/25/2024,1132,PORCH,1300,"Middle English porche , from Anglo-French, from Latin porticus portico, from porta gate; akin to Latin portus port  — more at ford",False
07/24/2024,1131,FORTE,1648,"French fort , from fort , adjective, strong",True
07/23/2024,1130,PRONG,1400,Middle English pronge,False
07/22/2024,1129,CADET,1610,"borrowed from French, going back to Middle French, borrowed from Gascon (15th-century) capdet ""chief, captain"" (Old Occitan capdel ), going back to Vulgar Latin *capitellus ""leader,"" from Latin capit-, caput ""head"" + -ellus, diminutive suffix, originally from noun stems ending in -ul-, -r-, and -n- — more at head entry 1",True
07/21/2024,1128,SPECK,1100,"Middle English specke , from Old English specca",False
07/20/2024,1127,SHAFT,1100,"Middle English, from Old English sceaft ; akin to Old High German scaft shaft, Latin scapus shaft, stalk, Greek skēptesthai to prop oneself, lean",False
07/19/2024,1126,REFER,1300,"Middle English referren , from Anglo-French referer, referir , from Latin referre to bring back, report, refer, from re- + ferre to carry  — more at bear",False
07/18/2024,1125,NERDY,1951,"perhaps from nerd , a creature in the children's book If I Ran the Zoo (1950) by Dr. Seuss (Theodor Geisel)",True
07/17/2024,1124,QUITE,1300,"Middle English, from quite , adjective, quit",False
07/16/2024,1123,DECOY,1630,"probably from Dutch de kooi , literally, the cage",True
07/15/2024,1122,SWOON,1200,"Middle English swounen , probably back-formation from swouning, swowening , from iswowen, aswoune , from Old English geswōgen in a swoon",False
07/14/2024,1121,VIDEO,1935,Latin vidē re to see + -o (as in audio ),True
07/13/2024,1120,ENACT,1400,unknown,False
07/12/2024,1119,JIFFY,1779,origin unknown,True
07/11/2024,1118,CAMEO,1400,"Middle English camew , from Middle French camau, kamaheu",False
07/10/2024,1117,GAUNT,1400,Middle English,False
07/09/2024,1116,BLARE,1782,Middle English bleren ; akin to Middle Dutch blēren to shout,True
07/08/2024,1115,SHAPE,1100,"Middle English, from Old English sceapen, gescapen , past participle of scieppan ; akin to Old High German skepfen to shape",False
07/07/2024,1114,CANON,1100,"Middle English, from Old English, from Late Latin, from Latin, ruler, rule, model, standard, from Greek kanōn",False
07/06/2024,1113,SCOFF,1300,"Middle English scof , perhaps of Scandinavian origin; akin to obsolete Danish skof jest; akin to Old Frisian skof mockery",False
07/05/2024,1112,CRUSH,1400,"Middle English crusshen , from Anglo-French croissir, croistre , of Germanic origin; akin to Middle Low German krossen to crush",False
07/04/2024,1111,DEBUT,1751,"French début , from débuter to begin, from Middle French desbuter to play first, from des- de- + but starting point, goal  — more at butt entry 2",True
07/03/2024,1110,THIGH,1100,"Middle English, from Old English thēoh ; akin to Old High German dioh thigh, Lithuanian taukai , plural, fat",False
07/02/2024,1109,INLAY,1596,early modern english,True
07/01/2024,1108,ADAGE,1530,"borrowed from Middle French, borrowed from Latin adagiō, adagium, from ad- ad- + ag-, base of aiō, āiō ""(I) say"" (going back to *ag-i̯ō, going back to an Indo-European verb stem *h 2 eǵ-i̯e- ""say"") + -ium, deverbal noun suffix; akin to Greek ê ""(s/he) spoke,"" án-ōga ""(I) command,"" Armenian asem ""(I) say,"" Tocharian B āks- ""announce, proclaim""",True
06/30/2024,1107,BUDDY,1896,probably baby talk alteration of brother,True
06/29/2024,1106,ZEBRA,1597,"Portuguese zebra, zebro wild ass, perhaps from Latin equiferus , kind of wild horse, from equus horse + ferus wild  — more at equine , fierce",True
06/28/2024,1105,DROVE,1100,"Middle English, from Old English drāf , from drīfan to drive  — more at drive",False
06/27/2024,1104,ORDER,1200,"Middle English, from ordre , noun",False
06/26/2024,1103,KNEAD,1100,"Middle English kneden , from Old English cnedan ; akin to Old High German knetan to knead",False
06/25/2024,1102,SAVOR,1200,"Middle English, from Anglo-French savur , from Latin sapor , from sapere to taste  — more at sage",False
06/24/2024,1101,DOLLY,1790,early modern english,True
06/23/2024,1100,BUGLE,1200,"Middle English bugle, bugill, borrowed from Anglo-French bugle, borrowed from Medieval Latin bugula, of uncertain origin; perhaps from the same source as Late Latin bugillōn-, bugillō, if it designates the same plant",False
06/22/2024,1099,EDICT,1200,"Middle English, from Latin edictum , from neuter of edictus , past participle of edicere to decree, from e- + dicere to say  — more at diction",False
06/21/2024,1098,PAINT,1200,"Middle English, from Anglo-French paint, peint , past participle of peindre , from Latin pingere to tattoo, embroider, paint; akin to Old English fāh variegated, Greek poikilos variegated, pikros sharp, bitter",False
06/20/2024,1097,SCENT,1400,"Middle English sent , from Anglo-French sente , from sentir",False
06/19/2024,1096,TERSE,1601,"Latin tersus clean, neat, from past participle of tergēre to wipe off",True
06/18/2024,1095,COVER,1200,"Middle English, from Anglo-French coverir, covrir , from Latin cooperire , from co- + operire to close, cover",False
06/17/2024,1094,PRIOR,1607,"Latin, former, superior; akin to Latin priscus ancient, prae before  — more at for",True
06/16/2024,1093,GRIND,1100,"Middle English, from Old English grindan ; akin to Latin frendere to crush, grind",False
06/15/2024,1092,PROUD,1100,"Middle English, from Old English prūd , probably from Old French prod, prud, prou advantageous, just, wise, bold, from Late Latin prode advantage, advantageous, back-formation from Latin prodesse to be advantageous, from pro-, prod- for, in favor + esse to be  — more at pro- , is",False
06/14/2024,1091,VAULT,1300,"Middle English vaute, voute , borrowed from Anglo-French voute, volte , going back to Vulgar Latin *volvita ""turn, arched structure,"" noun derivative from feminine of *volvitus , re-formation of Latin volūtus , past participle of volvere ""to travel (a circular course), bring round, roll""  — more at wallow entry 1",False
06/13/2024,1090,ANGST,1872,"borrowed from German Angst, going back to Middle High German angest, going back to Old High German angust ""distress, worry, anxiety,"" going back to West Germanic *angusti- (whence also Old Frisian ongesta, ongosta ""anxiety, danger,"" Middle Dutch anxt, anxte ), derivative, with a noun suffix *-ti- or *-sti-, of the Germanic base *angu- seen in Old English enge ""narrow,"" ange ""distressing,"" Old High German ango ""anxious""  — more at anger entry 1",True
06/12/2024,1089,DETER,1547,"Latin deterrēre , from de- + terrēre to frighten  — more at terror",True
06/11/2024,1088,SWUNG,-1,unknown,False
06/10/2024,1087,MANGA,1951,"Japanese, comic, cartoon, from man- involuntary, aimless + -ga picture",True
06/09/2024,1086,CROWD,1100,"Middle English crouden ""to push forward, jostle, press, push or drive (something wheeled),"" going back to Old English crūdan ""to crowd, press (against), press forward (of a ship),"" going back to Germanic *krūdan- ""to press, push forward"" (whence also Middle Dutch crûden ""to push, shove, trundle,"" Norwegian regional kryda (preterit kraud ) ""to flow together, congregate""), of uncertain origin",False
06/08/2024,1085,HENCE,1200,"Middle English hennes, henne , from Old English heonan ; akin to Old High German hinnan away, Old English hēr here",False
06/07/2024,1084,MELON,1300,"Middle English, from Middle French, from Late Latin melon-, melo , short for Latin melopepon-, melopepo , from Greek mēlopepōn , from mēlon apple + pepōn , an edible gourd  — more at pumpkin",False
06/06/2024,1083,ETHER,1300,"Middle English, from Latin aether , from Greek aithēr , from aithein to ignite, blaze; akin to Old English ād pyre  — more at edify",False
06/05/2024,1082,ORGAN,1100,"Middle English, partly from Old English organa , from Latin organum , from Greek organon , literally, tool, instrument; partly from Anglo-French organe , from Latin organum ; akin to Greek ergon work  — more at work",False
06/04/2024,1081,GROOM,1200,Middle English grom,False
06/03/2024,1080,STARK,1100,"Middle English, stiff, strong, from Old English stearc ; akin to Old High German starc strong, Lithuanian starinti to stiffen  — more at stare",False
06/02/2024,1079,BRAVO,1600,"Italian, from bravo brave",True
06/01/2024,1078,BASIN,1200,"Middle English, borrowed from Anglo-French bacin , going back to Vulgar Latin *baccīnum (whence Hellenized Late Latin bacchinon ""disk with two wooden dishes""), derivative from a base *bak- or *bakk- (whence Latin bacar, bacriō ""kind of vessel,"" early Medieval Latin bacarium, baccarium, becario ""pitcher, vessel""), of obscure origin",False
05/31/2024,1077,CHAOS,1400,"Latin, from Greek  — more at gum",False
05/30/2024,1076,GUMMY,1300,"short for gummy bear, borrowed from German Gummibär ""fruit-flavored gelatin candy in the shape of a bear (originally made by the German confectioner Haribo),"" from Gummi ""rubber,"" earlier also ""resin, gum"" (going back to Middle High German, borrowed from Latin cummi, gummi ) + Bär ""bear,"" going back to Middle High German ber, going back to Old High German pero, bēr — more at gum entry 3 , bear entry 1",False
05/29/2024,1075,PAPAL,1300,"Middle English, from Anglo-French, from Medieval Latin papalis , from Late Latin papa",False
05/28/2024,1074,MINUS,1400,"Middle English, from Latin minus , adverb, less, from neuter of minor smaller  — more at minor",False
05/27/2024,1073,SKIER,1755,"Norwegian, from Old Norse skīth stick of wood, ski; akin to Old English scīd board, scēadan to divide  — more at shed entry 1",True
05/26/2024,1072,BEVEL,1609,"Middle French *bevel , from Old French *baivel , from baïf with open mouth, from baer to yawn  — more at abeyance",True
05/25/2024,1071,TITAN,1400,Greek,False
05/24/2024,1070,GLIDE,1100,"Middle English, from Old English glīdan ; akin to Old High German glītan to glide",False
05/23/2024,1069,SWISH,1756,imitative,True
05/22/2024,1068,EXALT,1400,"Middle English, from Latin exaltare , from ex- + altus high  — more at old",False
05/21/2024,1067,DINGO,1790,Dharuk (Australian aboriginal language of the Port Jackson area) diŋgu,True
05/20/2024,1066,NICER,1300,"Middle English, foolish, wanton, from Anglo-French, silly, simple, from Latin nescius ignorant, from nescire not to know  — more at nescience",False
05/19/2024,1065,HITCH,1400,Middle English hytchen,False
05/18/2024,1064,BRINY,1581,early modern english,True
05/17/2024,1063,TUTOR,1300,"Middle English tutour , from Anglo-French & Latin; Anglo-French, from Latin tutor , from tueri",False
